Text,Score,Suggestion
این هدفون رو من از دیجی کالا سفارش دادم اولین چیزی که وقتی قوطی رو باز یکنید توجه آدم رو جلب میکنه اندازه این ایرفون هست که تقریبا هم انداره کوچکش هست خیلی کوچیکتر از اون چیزی هست که تو عکساش دیده میشه  سیمش هم نازک و جمع و جوره هردو اینا باعث میشه که اگه مثلا اهنگ رو استوپ کنید یادتون بره هدفون تو گوش تون هست جالب اینه که با این اندازه هرچقدر ولم بدید کم نمیاره و صدای قابل قبولی داره  یکی از نقاط قوت این هدفون این هست که در ولم بالا از کیفیت موسیقی کم نمیشه و اذیت نمیکنه  صدای ایرفون هجم و بیس خوبی داره و این باعث نمیشه از تفکیک و جزعیات آن کم بشه  کیفیت ساختش که حرفی برای گذاشتن نمیذاره  از نقاط ضعف بخوام بگم  ای کاش کابلش از هدفون جدا میشد که با این اندازه کوچیک و کیفیت کابلش تا اندازه ای قابل توجبهه و از اونجا که سری های این ایرفون گیر نمیاد یکم محکم تر سرجاش وا میستاد بهتر بود  البته خرید این جور هدفون ها به سلیقه صدایی شما هم بستگی داره ولی من به شخصه بخوام مثلا با شور مقایسه کنم شور تفکیک بهتری داره ولی زود خسته میکنه آدم رو و تو صدای بلند گوش ادم ازیت میکنه  واسه همینه که میگن بیشتر به درد استریو های موسیقی میخوره  من فقط یه توصیه از تجربه خودم واستون دارم  رسیدن به این کیفیت برای سازنده های این ایرفون ها کار راحتی نبوده الان تو بازار هدفون های های اند زیادی هست اولین چیزی باید توجه کنید از مارک های به نام و قدیمی مثل سونی  سنهایزر  شور  بیتس خرید کنید    بیتس در حد و اندازه قیمتش هست   اگه هدفون های سونی گیر آوردید حتما تست کنید برق از سه فازتون می پره  خلاصه پولی که به این هدفون دادم هلالشون باشه من راضی هستم  ,96,1
اصلا نسبت به قیمتش نمی ارزه کیفیت صدای خوبی داره بیشتر جنبه دکوری داره ,76,1
روز اول که روشن کردم و خواستم باهاش کار کنم در ابتدا 1GB برای بروزرسانی دانلود شد که بخاطر سرعت پایین شبکه XBOX در ایران و همچنین سرعت دانلود پایین اینترنت حدود 3 ساعت طول کشید بعد از آپدیت شدن و انجام یک سری تنظیمات کاربری بلاخره وارد محیط کاربری خوب و جالبش شدم بعد از وارد کردن کد بازی تازه متوجه شدم که بازی باید در ابتدا 20GB دانلود کنه تا بشه شروع به بازی کرد و در ادامه تا 65GB این دانلود ادامه داره در نهایت 2 روز طول کشید تا 20GB دانلود شد و بازی Halo که شامل نسخه 1 الی 4 هست آمداده شد ولی الان بعد از گذشت 4 روز همچنان در حال دانلود هست و تازه به 60   رسیده دلیل عمده کندی دانلود  کندی شبکه XBOX توی ایران هست و باید تا اتمام دانلود صبر کنیم در نهایت بازی halo بسیار خوب و با کیفیت عالی هست و تجربه بازی خیلی خوبی داره  همچنین از دیجی کالا برای ارسال خوب و با کیفیت تشکر میکنم ,60,1
متاسفانه پس از 8 ماه از خرید این تبلت در اطراف صفحه ی نمایش هاله تغییر رنگ ایجاد شده که بعد از مراجعه به نمایندگی گارانتی به من گفتند در اثر فشار به ال سی دی بوده و البته این مورد تحت گارانتی نبود  من تبلت رو فقط در دست میگرفتم و هیچ فشار یا ضربه ای نخورده  مگر اینکه با فشار ناشی از در دست گرفتن صفحه ی نمایش دچار آسیب شده باشه و این هاله نور زرد رنگ اطراف صفحه ایجاد شده  قبل از ایجاد این مشکل خیلی راضی بودم از تبلت  ,60,2
موبایل بسیار خوبی است ,100,2
هفت ماهی هست که این اتورو خریدم و استفاده میکتم چندبار نزدیک بود لباسو بسوزونه که احتمالا بخاطر نامناسب بودن کفش باشه  مشخص نبودن مقدار آب داخل اتو هم آدمو اذیت میکنه  با توجه به اینکه اتو یک وسیله دم دستی و پرمصرف هست این اتو اصلا انتظارات آدمو برآورده نمیکنه و ارزش خرید نداره چون خیلی حال آدمو میگیره  ,40,3
متن من این لپ تاپ رو یه هفته است از دیجی گرفتم واقعا عالیه اصلا داغ چیه گرم هم نمیشه سرعتش خیلی خوبه تنها ایرادش مات نبودنشه که اونام باید تمییز نگه داشته بشه اگه میخواین یه لپ تاب خوب بگیرید شک نکنید بهترینه   ,96,1
من داخلش گلدونای کوچیک رنگی که تو همین سایت موجوده خریدم وبه دیوار تراس زدم خیلی خوب شد ,100,1
اگه مواد وافل رو داخلش بریزید و توی یه ماهیتابه یکم آب بریزین و قتلب بزارید توش و در ماهیتابه رو چند دقیقه ببندین بعد باز کنید و بزارین حدود ده دقیقه اینطوری درحالی که آب داره بپزه خیلی خوب میشه ,88,1
متاسفانه مشکل بزرگی که این تلویزیون داره اینه که وقتی کابل اچ دی ام ای دستگاه بهش وصل میشه آنتن تلویزیون میپره و سیگنال نمیده که من فکر میکنم این مشکل تو نمونه های گلدیرانی باشه اگر کسی راه حلی داره ارائه بده ممنون میشم  ,92,1
خیلی از خریدش راضیم  بی صدا و ساکت و آروم  کارشو درست انجام میده سیستم حباب سازش باعث میشه حتی شوینده ی کم هم به اندازه مناسب کف کنه  و این خوبه سیستم شستشوی سریعش هم لباسهارو خوب میشوره روی اتو کردن آسون هم بزارید  لباس ها رو چروک نمیکنه  گرچه نزارید هم چروک خاصی ایجاد نمیکنه در کل خوبه و پیشنهاد میکنم ,88,1
کف این اتو تفلون هست  و با توجه به اتوهای دیگه که دیدم  به نظرم کف سرامیکی برای اتو از همه بهتره  ولی این اتو برای استفاده های کم  خوبه  سیمش بلنده و کارایی نسبتا خوبی داره  اینکه مخزن آب شفاف نیست یکم اذیت میکنه ولی در کل مشکل خاصی نیست  ,56,2
من با این دستگاه فرمت mkv mp4 avi  اجرا کردم بدون مشکل و زیرنویسشو هم بدون مشکل اورد در ضمن فیلم بلوری 1080 اجرا کرد بدون هیچ مشکلی سرعت اجرا از فلش عالی نبود ولی بد هم نبود نسبت به قیمتش پیشنهاد میدم بگیرید با تشکر از دیجی کالا ,76,1
ساخت آلمان  فقط برای فلزات از حالت چکشی استفاده نکنید  و حداکثر دور دریل 2000 دور در دقیقه باشه  که تو کاتالوگ دریل متیونین پیدا کنید ,88,1
قبل هرچیز بگم قسمت لوازم آرایش دیجی کالا تا جایی که من دیدم واقعا خیلی بهم ریخته است  معرفی بعضی محصولات و رنگ واقعیشون هم واقعا ضعیفه بعنوان مثال این کانسیلر  رنگش تیره است  این نوع کانسیلر بورژوا سه رنگ روشن  متوسط و تیره داره که این شماره تیره هست ولی تو توضیحات نوشیته شده روشن دوم اینکه این کانسیلر  اصلا پوشش دهی خوبی نداره و خیلی آبکیه  بنظرم با قیمت کمتر مثلا میتونید کانسیلر میسلین مدل say hello to brighter eyes خیلی عالیه و پوشش دهیش خیلی خوبه  ولی این کانسیلرو اصلا توصیه نمیکنم ,84,1
